CustomerID,Recency,Frequency,Monetary,Cluster
CUST100249,26,10,5255.07,3
CUST100250,21,7,1333.49,4
CUST100251,137,7,1921.28,2
CUST100252,218,2,762.37,0
CUST100253,59,14,1120.56,4
CUST100254,22,18,3056.93,3
CUST100255,47,15,3434.55,3
CUST100256,96,7,2754.81,2
CUST100257,164,13,3083.96,2
CUST100258,16,22,4302.58,1
CUST100259,28,19,3326.27,3
CUST100260,41,5,1634.42,4
CUST100261,29,22,7437.53,1
CUST100262,272,3,614.61,0
CUST100263,70,17,2115.67,3
CUST100264,28,22,6478.25,1
CUST100265,243,3,853.62,0
CUST100266,24,15,3140.92,3
CUST100267,20,16,2545.76,3
CUST100268,17,27,12100.44,1
CUST100269,25,19,5011.9,1
CUST100270,31,21,2857.99,3
CUST100271,26,24,4377.31,1
CUST100272,71,14,2852.71,3
CUST100273,11,25,4866.67,1
CUST100274,55,4,2418.15,2
CUST100275,100,8,2382.89,2
CUST100276,73,16,1644.93,3
CUST100277,19,12,2743.04,3
CUST100278,34,6,3001.13,3
CUST100279,239,2,619.14,0
CUST100280,359,2,477.75,0
CUST100281,23,23,5524.99,1
CUST100282,29,14,3700.29,3
CUST100283,58,14,7256.38,3
CUST100284,31,15,3659.23,3
CUST100285,76,7,3109.19,2
CUST100286,63,10,3336.39,3
CUST100287,10,21,7304.72,1
CUST100288,30,9,2898.53,3
CUST100289,59,7,3634.15,3
CUST100290,12,31,6444.13,1
CUST100291,235,6,1024.13,4
CUST100292,26,22,7686.22,1
CUST100293,264,3,1357.07,0
CUST100294,18,25,4611.33,1
CUST100295,182,3,718.99,0
CUST100296,243,3,272.39,0
CUST100297,285,3,1162.84,0
CUST100298,163,9,1305.63,4
CUST100299,127,5,783.12,4
CUST100300,225,12,402.43,4
CUST100301,158,12,2153.8,2
CUST100302,11,21,10061.53,1
CUST100303,58,7,2336.32,2
CUST100304,66,6,2010.68,2
CUST100305,356,3,431.92,0
CUST100306,88,5,3228.97,2
CUST100307,40,9,4391.36,3
CUST100308,185,9,4960.24,2
CUST100309,30,14,2055.55,3
CUST100310,8,26,6489.45,1
CUST100311,93,4,3155.69,2
CUST100312,30,5,2572.58,3
CUST100313,32,7,1420.42,4
CUST100314,35,8,4529.45,3
CUST100315,38,13,4034.37,3
CUST100316,57,17,3333.16,3
CUST100317,10,12,1941.67,3
CUST100318,165,10,649.99,4
CUST100319,25,13,3064.91,3
CUST100320,184,8,2898.57,2
CUST100321,196,7,1441.55,2
CUST100322,104,5,3030.7,2
CUST100323,31,14,2894.91,3
CUST100324,99,6,2129.11,2
CUST100325,232,2,646.76,0
CUST100326,111,6,1691.98,2
CUST100327,102,6,1649.02,4
CUST100328,37,8,899.46,4
CUST100329,235,8,1333.52,2
CUST100330,63,12,1654.29,3
CUST100331,221,6,2506.93,2
CUST100332,56,9,6726.76,3
CUST100333,152,8,2318.79,2
CUST100334,324,5,1283.81,0
CUST100335,32,18,5278.95,1
CUST100336,99,5,1997.0,2
CUST100337,23,22,5567.81,1
CUST100338,103,12,819.89,4
CUST100339,11,24,7736.54,1
CUST100340,182,1,947.58,0
CUST100341,14,23,11709.03,1
CUST100342,206,2,660.74,0
CUST100343,154,5,615.47,0
CUST100344,79,7,3789.67,2
CUST100345,130,10,1902.59,2
CUST100346,99,13,2678.73,3
CUST100347,185,2,344.67,0
CUST100348,49,12,1665.44,3
CUST100349,24,5,3172.72,3
CUST100350,8,24,4700.14,1
CUST100351,46,7,2199.5,3
CUST100352,18,15,2203.17,3
CUST100353,50,5,667.88,4
CUST100354,63,2,940.49,0
CUST100355,33,5,2535.06,3
CUST100356,112,7,987.04,4
CUST100357,174,9,1142.49,4
CUST100358,143,9,1179.66,4
CUST100359,45,8,2860.29,3
CUST100360,25,7,1377.95,4
CUST100361,278,1,654.68,0
CUST100362,4,24,8864.34,1
CUST100363,26,24,10056.74,1
CUST100364,33,17,6416.28,1
CUST100365,159,4,176.24,0
CUST100366,62,5,1802.1,4
CUST100367,90,7,627.46,4
CUST100368,175,7,1832.84,2
CUST100369,23,12,1960.73,3
CUST100370,318,4,830.78,0
CUST100371,120,13,621.93,4
CUST100372,49,12,4944.19,3
CUST100373,26,15,2074.77,3
CUST100374,19,13,3979.21,3
CUST100375,4,20,4779.85,1
CUST100376,6,16,4475.86,1
CUST100377,354,5,823.98,0
CUST100378,62,6,820.78,4
CUST100379,47,12,3028.76,3
CUST100380,150,6,1859.1,2
CUST100381,73,10,784.66,4
CUST100382,270,3,469.27,0
CUST100383,114,4,1053.98,4
CUST100384,41,6,2260.33,3
CUST100385,35,10,957.13,4
CUST100386,242,3,977.58,0
CUST100387,231,8,2872.15,2
CUST100388,208,6,414.56,0
CUST100389,2,25,3100.93,1
CUST100390,307,3,1355.76,0
CUST100391,239,10,1151.37,4
CUST100392,22,26,3248.0,1
CUST100393,57,8,3309.93,3
CUST100394,130,5,4460.76,2
CUST100395,2,26,3896.19,1
CUST100396,51,5,1307.83,4
CUST100397,259,5,174.45,0
CUST100398,13,16,1777.72,3
CUST100399,47,11,1391.71,4
CUST100400,83,6,2521.13,2
CUST100401,73,13,2425.31,3
CUST100402,248,2,763.67,0
CUST100403,182,4,3152.6,2
CUST100404,7,25,3885.9,1
CUST100405,240,2,900.09,0
CUST100406,324,6,841.97,0
CUST100407,54,10,4064.01,3
CUST100408,348,2,1061.02,0
CUST100409,26,25,6452.42,1
CUST100410,244,2,864.79,0
CUST100411,176,8,811.8,4
CUST100412,131,6,5439.49,2
CUST100413,6,23,5384.08,1
CUST100414,256,3,201.74,0
CUST100415,34,21,9778.65,1
CUST100416,39,11,3627.42,3
CUST100417,28,23,5924.88,1
CUST100418,146,7,3036.16,2
CUST100419,47,14,1623.31,3
CUST100420,326,3,1713.46,0
CUST100421,142,5,4076.87,2
CUST100422,18,21,7271.89,1
CUST100423,33,21,1825.31,3
CUST100424,16,21,6579.88,1
CUST100425,27,4,4296.23,3
CUST100426,192,6,1815.56,2
CUST100427,30,13,1375.84,3
CUST100428,186,1,715.46,0
CUST100429,23,22,3384.54,1
CUST100430,132,9,1779.55,2
CUST100431,181,3,856.87,0
CUST100432,224,6,2180.09,2
CUST100433,233,12,530.25,4
CUST100434,180,4,2015.77,2
CUST100435,8,18,5904.54,1
CUST100436,27,8,5115.26,3
CUST100437,27,15,4004.31,3
CUST100438,64,7,3350.99,2
CUST100439,215,9,1279.0,4
CUST100440,178,5,3326.62,2
CUST100441,200,1,482.83,0
CUST100442,15,24,7298.51,1
CUST100443,105,6,1389.25,4
CUST100444,12,4,4580.72,3
CUST100445,63,12,2783.76,3
CUST100446,239,3,770.63,0
CUST100447,329,7,730.67,0
CUST100448,31,4,2373.16,3
CUST100449,25,28,4508.9,1
CUST100450,62,11,1823.01,3
CUST100451,28,25,7271.6,1
CUST100452,254,5,1386.72,2
CUST100453,170,11,3847.63,2
CUST100454,22,12,1808.41,3
CUST100455,2,27,7517.32,1
CUST100456,26,16,2276.22,3
CUST100457,328,1,352.37,0
CUST100458,114,4,2026.44,2
CUST100459,218,9,3674.33,2
CUST100460,230,9,2058.33,2
CUST100461,80,4,1420.04,4
CUST100462,34,23,4937.0,1
CUST100463,295,4,489.25,0
CUST100464,10,9,2700.37,3
CUST100465,30,9,4446.54,3
CUST100466,137,8,3282.44,2
CUST100467,129,7,417.16,4
CUST100468,301,5,773.28,0
CUST100469,29,26,7052.07,1
CUST100470,42,5,1577.61,4
CUST100471,36,8,3357.34,3
CUST100472,116,10,3322.18,2
CUST100473,24,30,9018.42,1
CUST100474,8,19,5226.47,1
CUST100475,40,14,2918.93,3
CUST100476,18,12,2340.69,3
CUST100477,53,9,3961.69,3
CUST100478,42,11,1348.61,4
CUST100479,207,11,2442.13,2
CUST100480,52,7,2137.6,3
CUST100481,80,8,962.93,4
CUST100482,14,22,4240.61,1
CUST100483,59,7,2083.13,4
CUST100484,22,11,3825.58,3
CUST100485,15,24,6733.85,1
CUST100486,73,9,1395.85,4
CUST100487,97,6,2017.26,2
CUST100488,31,14,1768.88,3
CUST100489,97,8,3172.6,2
CUST100490,103,8,2625.15,2
CUST100491,102,6,3147.41,2
CUST100492,95,6,4464.83,2
CUST100493,201,8,2692.41,2
CUST100494,16,13,3474.16,3
CUST100495,127,11,3782.28,2
CUST100496,97,8,3885.4,2
CUST100497,107,8,1027.36,4
CUST100498,207,5,2371.45,2
CUST100499,24,17,2054.03,3
CUST100500,81,10,4468.36,3
CUST100501,236,16,1123.37,4
CUST100502,236,2,977.25,0
CUST100503,226,4,1421.22,0
CUST100504,108,5,1676.69,2
CUST100505,73,9,1868.21,4
CUST100506,177,12,2421.37,2
CUST100507,45,15,1634.08,3
CUST100508,186,4,1397.89,0
CUST100509,42,6,1351.2,4
CUST100510,19,19,6367.55,1
CUST100511,14,28,3859.52,1
CUST100512,305,3,1651.82,0
CUST100513,18,24,1937.94,3
CUST100514,55,13,4743.21,3
CUST100515,58,15,521.19,4
CUST100516,28,15,2715.03,3
CUST100517,43,9,2683.48,3
CUST100518,117,6,1847.72,2
CUST100519,32,32,5710.09,1
CUST100520,215,1,406.0,0
CUST100521,246,2,1124.07,0
CUST100522,20,7,1040.18,4
CUST100523,15,23,2530.08,1
CUST100524,56,5,1929.74,4
CUST100525,27,17,5462.74,1
CUST100526,30,13,3014.8,3
CUST100527,338,2,407.93,0
CUST100528,327,2,2703.1,0
CUST100529,98,6,1253.18,4
CUST100530,32,9,4880.33,3
CUST100531,142,9,1331.57,4
CUST100532,125,9,3425.87,2
CUST100533,67,9,1760.14,4
CUST100534,104,9,2357.08,2
CUST100535,17,19,5068.24,1
CUST100536,46,9,2337.29,3
CUST100537,107,9,2694.6,2
CUST100538,64,12,2126.71,3
CUST100539,39,17,6091.87,1
CUST100540,193,2,1665.4,0
CUST100541,296,4,793.24,0
CUST100542,113,5,3090.26,2
CUST100543,259,4,693.37,0
CUST100544,338,5,557.61,0
CUST100545,3,22,5071.73,1
CUST100546,39,5,2666.46,3
CUST100547,55,15,3717.19,3
CUST100548,34,22,4808.35,1
CUST100549,135,4,1569.05,2
CUST100550,88,7,602.12,4
CUST100551,43,6,637.55,4
CUST100552,23,28,8040.14,1
CUST100553,34,16,2703.68,3
CUST100554,318,6,365.87,0
CUST100555,33,21,5281.75,1
CUST100556,25,13,2741.71,3
CUST100557,14,6,3175.76,3
CUST100558,110,6,935.14,4
CUST100559,114,7,939.81,4
CUST100560,48,7,1196.73,4
CUST100561,26,24,9150.4,1
CUST100562,35,18,1250.01,3
CUST100563,353,6,939.34,0
CUST100564,117,11,1970.7,2
CUST100565,142,5,962.06,4
CUST100566,115,7,1426.7,4
CUST100567,164,12,4376.63,2
CUST100568,6,21,14998.02,1
CUST100569,59,11,2379.61,3
CUST100570,81,7,1796.48,4
CUST100571,12,11,5219.54,1
CUST100572,360,3,610.62,0
CUST100573,75,12,2166.76,3
CUST100574,97,8,1616.95,4
CUST100575,268,5,997.38,0
CUST100576,72,5,1840.84,4
CUST100577,266,2,193.57,0
CUST100578,109,7,901.38,4
CUST100579,274,2,550.29,0
CUST100580,47,9,4841.26,3
CUST100581,90,7,1626.16,4
CUST100582,20,16,782.32,4
CUST100583,14,24,6099.56,1
CUST100584,41,12,2620.45,3
CUST100585,261,4,956.13,0
CUST100586,206,7,2680.94,2
CUST100587,74,11,4102.82,3
CUST100588,69,13,3441.66,3
CUST100589,36,12,4205.41,3
CUST100590,21,24,3080.11,1
CUST100591,259,2,1510.79,0
CUST100592,54,5,1273.94,4
CUST100593,34,13,5314.59,3
CUST100594,76,6,638.37,4
CUST100595,10,18,7068.64,1
CUST100596,20,11,8992.69,1
CUST100597,159,9,1530.96,2
CUST100598,133,7,1730.36,2
CUST100599,214,3,264.23,0
CUST100600,120,11,3110.78,2
CUST100601,74,9,781.42,4
CUST100602,124,9,1574.47,4
CUST100603,324,2,474.23,0
CUST100604,111,5,1758.61,2
CUST100605,283,3,482.14,0
CUST100606,114,7,1157.2,4
CUST100607,271,6,1213.22,2
CUST100608,22,23,7471.86,1
CUST100609,195,13,2760.72,2
CUST100610,61,3,1157.23,4
CUST100611,59,5,1594.77,4
CUST100612,113,11,2080.77,2
CUST100613,305,3,883.54,0
CUST100614,256,2,182.3,0
CUST100615,74,18,5140.64,3
CUST100616,210,8,634.3,4
CUST100617,219,8,2655.91,2
CUST100618,60,12,3304.93,3
CUST100619,9,19,5474.44,1
CUST100620,11,20,4977.97,1
CUST100621,144,9,2027.19,2
CUST100622,25,10,2248.55,3
CUST100623,281,1,928.67,0
CUST100624,31,4,1637.83,4
CUST100625,198,4,975.96,0
CUST100626,66,7,850.0,4
CUST100627,196,8,2010.07,2
CUST100628,10,20,2536.73,1
CUST100629,57,9,4925.75,3
CUST100630,216,2,2062.91,0
CUST100631,191,2,425.37,0
CUST100632,202,1,626.75,0
CUST100633,32,20,5718.36,1
CUST100634,24,11,3165.5,3
CUST100635,2,21,5065.29,1
CUST100636,6,16,4190.29,1
CUST100637,190,8,1205.97,4
CUST100638,223,11,4443.33,2
CUST100639,142,8,1352.55,4
CUST100640,347,5,980.0,0
CUST100641,112,10,2030.12,2
CUST100642,212,12,3712.6,2
CUST100643,8,25,7166.9,1
CUST100644,45,11,3376.94,3
CUST100645,115,10,3188.49,2
CUST100646,275,2,635.87,0
CUST100647,18,18,3142.38,1
CUST100648,112,12,1013.5,4
CUST100649,227,7,2212.3,2
CUST100650,28,17,8213.11,1
CUST100651,51,7,831.4,4
CUST100652,211,3,2639.11,2
CUST100653,116,8,1394.28,4
CUST100654,67,10,4375.99,3
CUST100655,243,3,316.64,0
CUST100656,41,10,4479.05,3
CUST100657,229,2,718.73,0
CUST100658,44,10,5889.44,3
CUST100659,90,7,4012.17,2
CUST100660,28,14,2309.77,3
CUST100661,55,10,2473.95,3
CUST100662,215,4,1016.91,0
CUST100663,73,12,7700.74,3
CUST100664,34,22,3811.31,1
CUST100665,38,16,3175.06,3
CUST100666,120,9,708.76,4
CUST100667,181,10,578.81,4
CUST100668,229,2,1093.01,0
CUST100669,45,18,2370.56,3
CUST100670,79,3,1425.72,4
CUST100671,5,26,5443.46,1
CUST100672,93,7,1736.93,4
CUST100673,185,4,1351.7,0
CUST100674,232,8,5563.18,2
CUST100675,73,5,2575.05,2
CUST100676,52,18,2591.07,3
CUST100677,271,1,1350.38,0
CUST100678,45,4,2077.85,4
CUST100679,31,24,6669.95,1
CUST100680,69,15,5609.52,3
CUST100681,23,26,7068.69,1
CUST100682,42,10,5302.57,3
CUST100683,13,24,6955.06,1
CUST100684,105,8,3904.27,2
CUST100685,186,4,2019.99,2
CUST100686,55,15,5130.34,3
CUST100687,93,6,4326.31,2
CUST100688,353,3,416.43,0
CUST100689,186,5,1237.64,4
CUST100690,119,4,1316.91,4
CUST100691,31,18,2285.26,3
CUST100692,362,2,1650.08,0
CUST100693,53,10,3910.5,3
CUST100694,46,9,1390.05,4
CUST100695,295,2,1718.39,0
CUST100696,118,10,2917.06,2
CUST100697,129,11,2079.14,2
CUST100698,100,9,1645.96,4
CUST100699,163,6,1214.06,4
CUST100700,18,12,2882.19,3
CUST100701,65,7,4046.46,2
CUST100702,27,13,2879.45,3
CUST100703,31,21,6539.62,1
CUST100704,248,4,2500.52,2
CUST100705,31,15,3408.77,3
CUST100706,30,5,2385.27,3
CUST100707,110,7,1794.16,2
CUST100708,153,11,1244.61,4
CUST100709,34,6,994.88,4
CUST100710,75,6,2351.45,2
CUST100711,258,3,366.35,0
CUST100712,214,5,3412.29,2
CUST100713,172,7,1910.4,2
CUST100714,359,3,1097.03,0
CUST100715,188,6,1675.06,2
CUST100716,31,13,2855.92,3
CUST100717,106,6,3023.83,2
CUST100718,4,20,4651.13,1
CUST100719,228,9,870.83,4
CUST100720,233,3,790.37,0
CUST100721,38,9,1358.33,4
CUST100722,41,6,5495.97,3
CUST100723,33,15,3250.06,3
CUST100724,350,3,126.69,0
CUST100725,16,25,8238.78,1
CUST100726,30,21,7976.96,1
CUST100727,39,8,2899.43,3
CUST100728,6,24,2613.93,1
CUST100729,28,7,589.87,4
CUST100730,76,10,939.57,4
CUST100731,17,9,1804.18,3
CUST100732,5,19,8378.69,1
CUST100733,2,21,6467.94,1
CUST100734,71,12,1769.41,3
CUST100735,23,22,5498.09,1
CUST100736,184,15,3085.32,2
CUST100737,61,14,5656.1,3
CUST100738,68,16,1812.66,3
CUST100739,29,12,5194.0,3
CUST100740,89,3,2157.57,2
CUST100741,32,25,6871.16,1
CUST100742,9,29,7995.42,1
CUST100743,247,1,2283.86,0
CUST100744,12,27,6100.46,1
CUST100745,20,7,1430.31,3
CUST100746,21,10,2991.05,3
CUST100747,40,13,2465.23,3
CUST100748,54,9,4212.65,3
CUST100749,174,7,3829.98,2
CUST100750,353,2,1721.33,0
CUST100751,38,21,724.46,4
CUST100752,61,16,2111.08,3
CUST100753,46,12,2049.41,3
CUST100754,115,7,562.48,4
CUST100755,93,7,4260.42,2
CUST100756,25,22,2446.12,3
CUST100757,10,19,6628.22,1
CUST100758,250,4,733.7,0
CUST100759,32,26,3145.28,1
CUST100760,75,9,1432.76,4
CUST100761,150,3,3639.21,2
CUST100762,22,27,7716.93,1
CUST100763,21,28,5741.74,1
CUST100764,9,23,7606.29,1
CUST100765,236,2,687.21,0
CUST100766,2,29,7861.86,1
CUST100767,52,18,4887.09,3
CUST100768,21,31,1992.28,1
CUST100769,21,23,11336.05,1
CUST100770,134,9,2988.83,2
CUST100771,69,19,3125.88,3
CUST100772,80,5,1888.25,2
CUST100773,73,6,3093.69,2
CUST100774,252,2,522.46,0
CUST100775,12,16,9391.63,1
CUST100776,232,3,2542.14,2
CUST100777,100,7,1124.38,4
CUST100778,23,19,4256.12,1
CUST100779,163,8,2536.6,2
CUST100780,248,2,1431.55,0
CUST100781,25,17,2488.43,3
CUST100782,339,1,388.12,0
CUST100783,112,7,1928.92,2
CUST100784,29,6,2839.72,3
CUST100785,217,3,867.69,0
CUST100786,67,14,1419.42,4
CUST100787,236,8,2428.91,2
CUST100788,53,13,5029.32,3
CUST100789,129,9,758.64,4
CUST100790,91,6,3244.43,2
CUST100791,17,16,3627.51,1
CUST100792,97,7,2242.56,2
CUST100793,38,15,4193.81,3
CUST100794,2,20,2700.64,1
CUST100795,18,23,11796.65,1
CUST100796,65,14,3745.6,3
CUST100797,21,28,7287.37,1
CUST100798,70,16,3946.5,3
CUST100799,208,6,1828.74,2
CUST100800,152,9,3869.39,2
CUST100801,184,10,2131.58,2
CUST100802,25,16,2421.95,3
CUST100803,297,3,315.82,0
CUST100804,106,10,2538.65,2
CUST100805,33,24,5864.85,1
CUST100806,8,30,2911.8,1
CUST100807,214,6,4255.6,2
CUST100808,22,8,8589.96,3
CUST100809,79,5,1724.96,4
CUST100810,272,3,1047.42,0
CUST100811,11,26,5016.68,1
CUST100812,4,24,8091.63,1
CUST100813,299,2,1702.85,0
CUST100814,116,5,727.59,4
CUST100815,15,31,14514.64,1
CUST100816,230,3,458.95,0
CUST100817,294,4,949.54,0
CUST100818,53,5,2577.73,2
CUST100819,225,5,2172.48,2
CUST100820,74,12,3458.05,3
CUST100821,2,28,6315.77,1
CUST100822,54,6,1721.34,4
CUST100823,41,11,4109.45,3
CUST100824,144,9,1690.64,2
CUST100825,205,1,1452.72,0
CUST100826,27,22,6771.95,1
CUST100827,63,7,1045.0,4
CUST100828,47,11,1646.32,3
CUST100829,229,2,1740.16,0
